Key,Press_Time,Release_Time,Dwell_Time,Flight_Time,Outlier,User_Name,Session_Type
n,787250.6678239,787250.7810826,0.11325870000291616,0.0,False,Shruti,Prose
o,787250.8891893,787250.9493064,0.060117100016213953,0.10810670000500977,False,Shruti,Prose
t,787251.0910247,787251.1713034,0.080278699984774,0.14171829994302243,False,Shruti,Prose
e,787251.28539,787251.3494492,0.06405919999815524,0.11408660002052784,False,Shruti,Prose
h,787256.6456863,787256.6525793,0.006892999983392656,nan,True,Shruti,Prose
a,787256.573311,787256.7200418,0.1467308000428602,nan,True,Shruti,Prose
s,787256.5301713,787256.7514523,0.2212809999473393,nan,True,Shruti,Prose
c,787256.7316842,787256.8644398,0.13275560003239661,0.01164239994250238,False,Shruti,Prose
a,787256.9659423,787257.039673,0.07373069995082915,0.10150250000879169,False,Shruti,Prose
m,787256.8202907,787257.0423714,0.22208070009946823,0.06883839995134622,False,Shruti,Prose
d,787256.9991478,787257.123531,0.12438319995999336,0.13470799999777228,False,Shruti,Prose
s,787256.8772246,787257.1333766,0.25615200004540384,0.012784799910150468,False,Shruti,Prose
c,787256.9891519,787257.3236443,0.3344923999393359,0.12471210001967847,False,Shruti,Prose
m,787257.1773749,787257.3857817,0.20840680005494505,0.043998299981467426,False,Shruti,Prose
b,787257.2852397,787257.3956932,0.11045349994674325,0.1518631000071764,False,Shruti,Prose
n,787257.1831493,787257.3991676,0.21601829992141575,0.04977270006202161,False,Shruti,Prose
a,787257.2655204,787257.4541515,0.18863109999801964,0.13214380003046244,False,Shruti,Prose
d,787257.3131807,787257.4571152,0.1439345000544563,0.17980409995652735,False,Shruti,Prose
s,787257.2533835,787257.4601158,0.20673229999374598,0.12000690004788339,False,Shruti,Prose
v,787257.3886548,787257.4993797,0.11072490003425628,0.002873099991120398,False,Shruti,Prose
c,787257.4903964,787257.5580179,0.06762149999849498,0.030280599952675402,False,Shruti,Prose
j,787257.5712836,787257.5853226,0.014039000030606985,0.013265699963085353,False,Shruti,Prose
k,787257.5403522,787257.7518473,0.2114950999384746,0.04097249999176711,False,Shruti,Prose
j,787257.7560519,787257.8118326,0.0557807000586763,0.004204600001685321,False,Shruti,Prose
.,787257.9373313,787257.9831916,0.04586029995698482,0.12549869995564222,False,Shruti,Prose
c,787257.915214,787258.0052904,0.0900763999670744,0.1033813999965787,False,Shruti,Prose
k,787257.8789853,787258.0793575,0.20037219999358058,0.06715269992128015,False,Shruti,Prose
d,787257.7978942,787258.1036186,0.3057244000956416,0.04604689998086542,False,Shruti,Prose
j,787257.9510012,787258.1234866,0.17248539999127388,0.13916859996970743,False,Shruti,Prose
a,787258.0330267,787258.1496176,0.1165908999973908,0.027736300020478666,False,Shruti,Prose
s,787257.917458,787258.1674202,0.2499621999450028,0.10562539997044951,False,Shruti,Prose
space,787258.2178787,787258.229189,0.011310299974866211,0.050458500045351684,False,Shruti,Prose
space,787258.2713273,787258.5592376,0.2879102999577299,0.04213830002117902,False,Shruti,Prose
p,787258.46881,787258.6210408,0.1522308000130579,0.23962100001517683,False,Shruti,Prose
o,787258.5473237,787258.6371305,0.08980680000968277,0.31813470006454736,False,Shruti,Prose
i,787258.489348,787258.6451677,0.15581969998311251,0.26015900005586445,False,Shruti,Prose
e,787258.5191104,787258.7430193,0.2239089000504464,0.28992140002083033,False,Shruti,Prose
w,787258.4972775,787258.7671326,0.26985509996302426,0.2680885000154376,False,Shruti,Prose
u,787258.6232988,787258.8292485,0.2059497000882402,0.002257999964058399,False,Shruti,Prose
p,787258.805356,787258.9357975,0.1304414999904111,0.038223400013521314,False,Shruti,Prose
k,787273.219579,787273.3179732,0.09839419997297227,nan,True,Shruti,Prose
j,787273.2242998,787273.3656158,0.14131600002292544,nan,True,Shruti,Prose
a,787273.2268385,787273.461113,0.23427450004965067,nan,True,Shruti,Prose
g,787273.2223533,787273.5858583,0.3635050000157207,nan,True,Shruti,Prose
d,787273.4383498,787273.6816844,0.2433346000034362,0.07273399992845953,False,Shruti,Prose
k,787273.5076523,787273.6978336,0.19018130004405975,0.046539299888536334,False,Shruti,Prose
j,787273.5275832,787273.7415494,0.21396620001178235,0.0664701999630779,False,Shruti,Prose
a,787273.6619727,787273.8656323,0.2036595999961719,0.07611440005712211,False,Shruti,Prose
s,787273.7535185,787273.8951908,0.1416722999420017,0.011969099985435605,False,Shruti,Prose
k,787273.832012,787273.9434172,0.11140519997570664,0.09046259999740869,False,Shruti,Prose
j,787273.9033042,787273.987499,0.08419480000156909,0.00811340007930994,False,Shruti,Prose
d,787273.8691032,787274.1075237,0.23842049995437264,0.0034709000028669834,False,Shruti,Prose
g,787273.6913996,787274.1534012,0.46200159995350987,0.009715200052596629,False,Shruti,Prose
k,787274.113353,787274.2755132,0.16216019995044917,0.005829300032928586,False,Shruti,Prose
j,787274.1455953,787274.3393058,0.1937105000251904,0.03807160002179444,False,Shruti,Prose
g,787274.3154439,787274.421149,0.10570509999524802,0.0399306999752298,False,Shruti,Prose
s,787274.3975532,787274.575521,0.1779677999438718,0.05824739998206496,False,Shruti,Prose
