Key,Press_Time,Release_Time,Dwell_Time,Flight_Time,Outlier,User_Name,Session_Type
enter,261703.7163442,261703.8138325,0.09748830000171438,0.0,False,Sushil,Prose
enter,261703.9343181,261703.9764878,0.04216970002744347,0.1204855999967549,False,Sushil,Prose
enter,261704.0901705,261704.1779334,0.08776289998786524,0.11368270000093617,False,Sushil,Prose
u,261705.0599304,261705.1359682,0.07603779999772087,0.8819969999894965,False,Sushil,Prose
b,261705.2978084,261705.3682593,0.07045090000610799,0.1618402000167407,False,Sushil,Prose
j,261705.5108244,261705.5981055,0.08728109998628497,0.14256509998813272,False,Sushil,Prose
e,261705.6598275,261705.7478568,0.08802930000820197,0.06172200001310557,False,Sushil,Prose
c,261705.8659518,261705.9479367,0.0819848999963142,0.11809499998344108,False,Sushil,Prose
t,261706.0559498,261706.125925,0.06997519999276847,0.10801310001988895,False,Sushil,Prose
space,261706.3596289,261706.4579977,0.09836879998329096,0.23370390001218766,False,Sushil,Prose
:,261707.2110529,261707.3398875,0.12883460000739433,0.7530552000098396,False,Sushil,Prose
U,261707.9398918,261708.0522913,0.1123995000089053,0.6000042999803554,False,Sushil,Prose
r,261708.7225095,261708.7777418,0.05523230001563206,0.670218199986266,False,Sushil,Prose
g,261708.9279499,261709.0058537,0.0779037999745924,0.15020810000714846,False,Sushil,Prose
e,261709.0538194,261709.1458552,0.09203580001485534,0.04796570001053624,False,Sushil,Prose
n,261709.187889,261709.2838229,0.09593390001100488,0.042033799982164055,False,Sushil,Prose
t,261709.4664848,261709.529564,0.06307919998653233,0.18266190000576898,False,Sushil,Prose
space,261709.7701298,261709.8482863,0.0781565000070259,0.24056579999160022,False,Sushil,Prose
u,261710.907928,261710.9696937,0.061765699996612966,1.0596417000051588,False,Sushil,Prose
p,261711.1099362,261711.1858308,0.07589460001327097,0.14024249999783933,False,Sushil,Prose
d,261711.4521854,261711.5301072,0.07792179999523796,0.26635459999670275,False,Sushil,Prose
a,261711.6146427,261711.7201072,0.10546449999674223,0.08453550000558607,False,Sushil,Prose
t,261711.7058116,261711.7937932,0.0879815999942366,0.1757043999969028,False,Sushil,Prose
e,261711.8983137,261711.9596926,0.06137890001991764,0.10452049999730662,False,Sushil,Prose
space,261712.0436521,261712.1276126,0.08396049999282695,0.08395949998521246,False,Sushil,Prose
r,261712.3281139,261712.3859637,0.057849800010444596,0.20050130001618527,False,Sushil,Prose
e,261712.4662513,261712.547709,0.0814576999982819,0.08028759999433532,False,Sushil,Prose
g,261712.5557418,261712.6499346,0.09419279999565333,0.008032799989450723,False,Sushil,Prose
a,261712.7340924,261712.8321782,0.09808580001117662,0.08415780001087114,False,Sushil,Prose
r,261712.8399195,261712.8978975,0.05797799999709241,0.00774129998171702,False,Sushil,Prose
d,261713.0178456,261713.085684,0.06783839999116026,0.11994810000760481,False,Sushil,Prose
i,261713.3156339,261713.3918695,0.07623559999046847,0.22994990000734106,False,Sushil,Prose
n,261713.5320709,261713.604049,0.07197809999343008,0.1402014000050258,False,Sushil,Prose
g,261713.6356464,261713.708014,0.07236759999068454,0.031597400025930256,False,Sushil,Prose
space,261713.7720642,261713.8610874,0.08902320000925101,0.06405019998783246,False,Sushil,Prose
R,261714.9057358,261714.987901,0.08216519997222349,1.0446484000131022,False,Sushil,Prose
e,261715.1361867,261715.2001918,0.06400509999366477,0.14828570000827312,False,Sushil,Prose
v,261715.3897623,261715.4700651,0.0803027999936603,0.18957050002063625,False,Sushil,Prose
i,261715.6738837,261715.7498487,0.07596500002546236,0.20381859998451546,False,Sushil,Prose
r,261715.8523319,261716.1083151,0.25598319998243824,0.1024831999966409,False,Sushil,Prose
w,261715.964156,261716.1707313,0.20657529999152757,0.2143072999897413,False,Sushil,Prose
backspace,261716.485276,261716.5820037,0.09672770000179298,0.3145446999988053,False,Sushil,Prose
backspace,261716.8620029,261716.9462065,0.08420360001036897,0.27999919999274425,False,Sushil,Prose
e,261717.0684018,261717.2808027,0.21240089999628253,0.122195300005842,False,Sushil,Prose
w,261717.1821299,261717.3381592,0.15602930000750348,0.2359234000032302,False,Sushil,Prose
space,261717.3838857,261717.4940898,0.11020409999764524,0.0457264999859035,False,Sushil,Prose
