Key,Press_Time,Release_Time,Dwell_Time,Flight_Time,Outlier,User_Name,Session_Type
n,786731.4857862,786731.5889328,0.10314659995492548,0.0,False,Sushil,Prose
o,786731.6746598,786731.7579125,0.08325269992928952,0.08572700002696365,False,Sushil,Prose
t,786731.8892477,786731.9672009,0.07795319997239858,0.13133520004339516,False,Sushil,Prose
e,786732.0415118,786732.1040054,0.06249359995126724,0.0743109000613913,False,Sushil,Prose
e,786740.2038707,786740.2855572,0.08168649999424815,nan,True,Sushil,Prose
l,786740.3592988,786740.4399625,0.0806637000059709,0.07374160003382713,False,Sushil,Prose
l,786740.5057514,786740.5871613,0.08140989998355508,0.06578890001401305,False,Sushil,Prose
o,786740.6919594,786740.7612279,0.06926850008312613,0.10479809995740652,False,Sushil,Prose
space,786740.9304877,786741.0122759,0.08178819995373487,0.16925979999359697,False,Sushil,Prose
m,786741.1237355,786741.2072055,0.08346999995410442,0.11145960004068911,False,Sushil,Prose
y,786741.3750174,786741.3781722,0.0031548000406473875,0.1678119000280276,False,Sushil,Prose
space,786741.9823841,786742.0591683,0.07678420003503561,0.6042118999175727,False,Sushil,Prose
n,786742.1693715,786742.2509651,0.08159359998535365,0.11020320001989603,False,Sushil,Prose
a,786742.2802063,786742.3823892,0.10218290006741881,0.029241199954412878,False,Sushil,Prose
m,786742.3758409,786742.4575234,0.08168249996379018,0.1248757999856025,False,Sushil,Prose
e,786742.549785,786742.6074705,0.057685500010848045,0.09226160007528961,False,Sushil,Prose
space,786742.6270518,786742.707727,0.08067519997712225,0.019581299973651767,False,Sushil,Prose
i,786742.8196665,786742.8878436,0.06817710003815591,0.11193949996959418,False,Sushil,Prose
s,786742.9893329,786743.0630114,0.07367850001901388,0.1014893000246957,False,Sushil,Prose
space,786743.0990719,786743.1830715,0.08399960002861917,0.03606049995869398,False,Sushil,Prose
s,786743.2550203,786743.3260014,0.0709810999687761,0.07194880000315607,False,Sushil,Prose
u,786743.3413796,786743.4171684,0.07578880002256483,0.015378199983388186,False,Sushil,Prose
s,786743.4599137,786743.5437531,0.08383939997293055,0.04274529998656362,False,Sushil,Prose
h,786743.5258922,786743.6191767,0.09328450006432831,0.10872379993088543,False,Sushil,Prose
i,786743.6976697,786743.7734269,0.07575720001477748,0.07849300000816584,False,Sushil,Prose
l,786743.9182625,786744.0114819,0.09321940003428608,0.14483559993095696,False,Sushil,Prose
space,786744.1596645,786744.2370366,0.07737209997139871,0.1481826000381261,False,Sushil,Prose
i,786744.3474793,786744.4276934,0.08021409995853901,0.11044269998092204,False,Sushil,Prose
m,786744.539858,786744.6236402,0.08378220000304282,0.11216460005380213,False,Sushil,Prose
space,786744.7393817,786744.8296301,0.09024839999619871,0.11574150004889816,False,Sushil,Prose
f,786744.9782099,786745.2006128,0.22240289999172091,0.1485797999193892,False,Sushil,Prose
r,786745.1150991,786745.2399349,0.1248357999138534,0.2854689999949187,False,Sushil,Prose
o,786745.1893393,786745.273464,0.0841246999334544,0.3597091999836266,False,Sushil,Prose
