Key,Press_Time,Release_Time,Dwell_Time,Flight_Time,Outlier,User_Name,Session_Type
n,260869.848816,260869.8594225,0.010606499999994412,0.0,False,Sushil,Prose
o,260869.9613048,260870.0423336,0.0810287999920547,0.10188229999039322,False,Sushil,Prose
t,260870.2593641,260870.3393235,0.07995939999818802,0.21703050000360236,False,Sushil,Prose
e,260870.4313963,260870.5314438,0.1000474999891594,0.09207280000555329,False,Sushil,Prose
enter,260871.2891341,260871.3690794,0.07994530000723898,0.7576903000008315,False,Sushil,Prose
T,260903.417733,260903.5133159,0.09558289998676628,nan,True,Sushil,Prose
h,260903.7414186,260903.8476614,0.10624280001502484,0.22810269999899901,False,Sushil,Prose
e,260904.0293016,260904.1327646,0.10346300000674091,0.18164019999676384,False,Sushil,Prose
space,260904.2116003,260904.3379215,0.1263211999903433,0.07883569999830797,False,Sushil,Prose
r,260905.1772752,260905.2616819,0.08440670001436956,0.8393536999938078,False,Sushil,Prose
a,260905.4696202,260905.6038876,0.13426740001887083,0.20793829998001456,False,Sushil,Prose
p,260905.6516098,260905.7557144,0.10410460000275634,0.04772219998994842,False,Sushil,Prose
i,260905.9337762,260906.0394273,0.10565110002062283,0.17806179999024607,False,Sushil,Prose
d,260906.1578713,260906.2516719,0.09380060000694357,0.1184439999924507,False,Sushil,Prose
space,260906.293128,260906.3918095,0.09868150000693277,0.041456099977949634,False,Sushil,Prose
e,260906.7456658,260906.855661,0.10999520000768825,0.3538563000038266,False,Sushil,Prose
x,260907.237563,260907.3337202,0.09615719999419525,0.38190199999371544,False,Sushil,Prose
p,260907.4838541,260907.5995957,0.11574160002055578,0.15013389999512583,False,Sushil,Prose
a,260907.6796252,260907.7839163,0.10429109999677166,0.08002949997899123,False,Sushil,Prose
n,260907.8416817,260907.9292486,0.08756690000882372,0.057765400008065626,False,Sushil,Prose
s,260908.0152736,260908.1213597,0.10608609998598695,0.08602499999688007,False,Sushil,Prose
i,260908.1420757,260908.3872989,0.24522320000687614,0.02071599999908358,False,Sushil,Prose
o,260908.2811013,260908.4191607,0.13805939999292605,0.15974160001496784,False,Sushil,Prose
n,260909.4114879,260909.4835796,0.07209169998532161,0.9923272000160068,False,Sushil,Prose
space,260909.5997329,260909.6998286,0.10009569997782819,0.11615330001222901,False,Sushil,Prose
o,260909.8339619,260909.9478019,0.11384000000543892,0.13413330001640134,False,Sushil,Prose
f,260910.0255603,260910.0816016,0.05604129997664131,0.07775840000249445,False,Sushil,Prose
space,260910.1723387,260910.2872138,0.11487510000006296,0.09073710002121516,False,Sushil,Prose
d,260910.5254262,260910.6137258,0.08829960000002757,0.23821239999961108,False,Sushil,Prose
i,260910.6515314,260910.7316364,0.0801050000009127,0.0378056000045035,False,Sushil,Prose
g,260910.9017088,260910.9696677,0.06795890000648797,0.1700723999820184,False,Sushil,Prose
i,260911.1257007,260911.2098108,0.08411009999690577,0.15603300000657327,False,Sushil,Prose
t,260911.289385,260911.3655192,0.07613419997505844,0.07957420000457205,False,Sushil,Prose
a,260911.5718177,260911.6554,0.08358229999430478,0.20629850000841543,False,Sushil,Prose
l,260911.6954461,260911.7856278,0.09018170001218095,0.04004610000993125,False,Sushil,Prose
space,260911.9837745,260912.0954522,0.11167770001338795,0.1981466999859549,False,Sushil,Prose
i,260912.7355405,260912.8255342,0.08999370000674389,0.6400882999878377,False,Sushil,Prose
n,260912.9618856,260913.0536183,0.091732700006105,0.13635139999678358,False,Sushil,Prose
f,260913.3144436,260913.3975723,0.08312870000372641,0.2608252999780234,False,Sushil,Prose
r,260913.543596,260913.6204113,0.07681530000991188,0.14602370001375675,False,Sushil,Prose
a,260913.7239762,260913.8054567,0.08148049999726936,0.10356489999685436,False,Sushil,Prose
s,260913.9695742,260914.0616143,0.09204010001849383,0.16411749998223968,False,Sushil,Prose
t,260914.1112806,260914.1976936,0.08641300001181662,0.04966629997943528,False,Sushil,Prose
r,260914.2874693,260914.369669,0.08219970000209287,0.08977570000570267,False,Sushil,Prose
u,260914.4597619,260914.5395135,0.07975159998750314,0.09009290000540204,False,Sushil,Prose
c,260914.7256511,260914.7302236,0.004572500009089708,0.18613759998697788,False,Sushil,Prose
t,260915.5858315,260915.6575358,0.07170430000405759,0.8556079000118189,False,Sushil,Prose
u,260915.9195648,260916.0020222,0.08245740001439117,0.26202899997588247,False,Sushil,Prose
r,260916.0714741,260916.3191901,0.24771600001258776,0.06945189999532886,False,Sushil,Prose
e,260916.2175298,260916.3681461,0.1506163000012748,0.21550759999081492,False,Sushil,Prose
space,260916.976166,260917.0637159,0.08754989999579266,0.6080199000134598,False,Sushil,Prose
h,260917.4254457,260917.5104786,0.08503289998043329,0.3617298000026494,False,Sushil,Prose
a,260917.5631855,260917.7536972,0.19051169999875128,0.05270690002362244,False,Sushil,Prose
s,260917.6515076,260917.8076199,0.15611229999922216,0.14102900002035312,False,Sushil,Prose
space,260917.8104012,260917.8975905,0.08718930001487024,0.0027812999906018376,False,Sushil,Prose
m,260917.9935216,260918.087189,0.09366740001132712,0.0959310999896843,False,Sushil,Prose
a,260918.1273696,260918.2274621,0.10009250001166947,0.04018059998634271,False,Sushil,Prose
d,260918.4215492,260918.6878192,0.2662699999928009,0.19408709998242557,False,Sushil,Prose
e,260918.565556,260918.7135968,0.14804080000612885,0.3380938999762293,False,Sushil,Prose
space,260918.7256428,260918.8276976,0.10205479999422096,0.012046000018017367,False,Sushil,Prose
i,260919.0394268,260919.1353368,0.09591000000364147,0.2117292000039015,False,Sushil,Prose
d,260919.5738475,260919.8020656,0.22821810000459664,0.4385106999834534,False,Sushil,Prose
e,260919.6874853,260919.8735593,0.18607399999746121,0.5521484999917448,False,Sushil,Prose
n,260919.8762447,260919.9676591,0.0914143999980297,0.002685399987967685,False,Sushil,Prose
t,260920.0876485,260920.1794503,0.09180180000839755,0.11998940000194125,False,Sushil,Prose
i,260920.2774182,260920.357665,0.0802467999747023,0.09796790001564659,False,Sushil,Prose
t,260920.3855505,260920.4755983,0.09004779998213053,0.02788550002151169,False,Sushil,Prose
y,260920.6113516,260920.6916027,0.08025110000744462,0.13575330001185648,False,Sushil,Prose
space,260921.5981601,260921.7259969,0.1278368000057526,0.906557399983285,False,Sushil,Prose
t,260922.1175589,260922.1872947,0.06973580000340007,0.3915620000043418,False,Sushil,Prose
h,260922.3417218,260922.4375983,0.09587649998138659,0.15442710000206716,False,Sushil,Prose
e,260922.46939,260922.5636992,0.09430919997976162,0.031791700021130964,False,Sushil,Prose
f,260922.7273995,260922.8594804,0.13208089998806827,0.1637003000068944,False,Sushil,Prose
f,260922.8754496,260922.8791199,0.0036703000077977777,0.015969200001563877,False,Sushil,Prose
t,260922.8656235,260922.9534973,0.0878738000174053,0.006143100006738678,False,Sushil,Prose
space,260923.157946,260923.2351175,0.07717150001553819,0.2044486999802757,False,Sushil,Prose
o,260923.3777218,260923.451592,0.07387019999441691,0.14260429999558255,False,Sushil,Prose
n,260923.5716263,260923.64718,0.0755537000077311,0.12003429999458604,False,Sushil,Prose
e,260923.7173895,260923.822145,0.1047555000113789,0.0702095000015106,False,Sushil,Prose
space,260923.7956214,260923.879505,0.08388359998934902,0.1484414000005927,False,Sushil,Prose
o,260924.0152519,260924.1014557,0.08620379999047145,0.13574690002133138,False,Sushil,Prose
f,260924.1575392,260924.2435582,0.08601899998029694,0.05608350000693463,False,Sushil,Prose
space,260924.2874387,260924.3896724,0.10223369998857379,0.04388050001580268,False,Sushil,Prose
h,260925.443797,260925.5576351,0.11383809999097139,1.0541246000211686,False,Sushil,Prose
backspace,260925.9535891,260926.0993941,0.14580499997828156,0.3959540000068955,False,Sushil,Prose
t,260926.1374493,260926.2736263,0.13617700000759214,0.03805520001333207,False,Sushil,Prose
h,260926.378601,260926.4738743,0.0952732999867294,0.10497469999245368,False,Sushil,Prose
e,260926.5233431,260926.6336727,0.11032959999283776,0.049468800018075854,False,Sushil,Prose
space,260926.7037906,260926.8321809,0.12839030000031926,0.07011790000251494,False,Sushil,Prose
d,260927.5078289,260927.5856111,0.07778219997999258,0.6756480000040028,False,Sushil,Prose
a,260927.7357343,260927.8033351,0.06760080001549795,0.15012320000096224,False,Sushil,Prose
backspace,260928.1517672,260928.2216953,0.0699280999833718,0.3484320999996271,False,Sushil,Prose
backspace,260928.3035904,260928.3836849,0.08009450000827201,0.08189510001102462,False,Sushil,Prose
f,260928.6797091,260928.7820181,0.10230900000897236,0.2960241999826394,False,Sushil,Prose
a,260928.7719674,260928.9535054,0.1815379999752622,0.38828250000369735,False,Sushil,Prose
t,260929.033358,260929.1273731,0.09401510001043789,0.07985259999986738,False,Sushil,Prose
e,260929.1915298,260929.2995172,0.10798739999881946,0.06415670001297258,False,Sushil,Prose
s,260929.4536759,260929.5472725,0.09359659999608994,0.15415869999560528,False,Sushil,Prose
t,260929.5933156,260929.6895852,0.0962695999769494,0.046043100010138005,False,Sushil,Prose
space,260930.0097243,260930.1221607,0.11243639999884181,0.32013910001842305,False,Sushil,Prose
g,260931.3556062,260931.4496734,0.09406719999969937,1.2334454999945592,False,Sushil,Prose
r,260931.5698438,260931.6737533,0.10390950000146404,0.12017040001228452,False,Sushil,Prose
o,260931.7535487,260931.847282,0.09373329998925328,0.07979540000087582,False,Sushil,Prose
i,260932.0774672,260932.1835227,0.10605550001491793,0.23018519999459386,False,Sushil,Prose
backspace,260932.5355732,260932.7013625,0.16578929999377578,0.35205049999058247,False,Sushil,Prose
w,260933.3876468,260933.5276612,0.14001440000720322,0.6862842999980785,False,Sushil,Prose
i,260934.1416853,260934.2496776,0.10799229997792281,0.6140241000102833,False,Sushil,Prose
n,260934.3919323,260934.5057659,0.11383359998581,0.14225470001110807,False,Sushil,Prose
g,260934.5557698,260934.649831,0.09406119998311624,0.05000390001805499,False,Sushil,Prose
space,260936.2554627,260936.3853375,0.12987479998264462,1.6056317000184208,False,Sushil,Prose
c,260936.9962656,260937.1074989,0.11123330000555143,0.6109281000099145,False,Sushil,Prose
y,260937.3915449,260937.4817545,0.0902096000208985,0.28404599998611957,False,Sushil,Prose
b,260937.6497204,260937.7456879,0.09596750000491738,0.1679658999782987,False,Sushil,Prose
e,260937.914316,260937.9994126,0.08509659999981523,0.16862810001475736,False,Sushil,Prose
r,260938.0413714,260938.1179589,0.07658749999245629,0.04195879999315366,False,Sushil,Prose
c,260938.4934222,260938.571645,0.07822279998799786,0.3754633000062313,False,Sushil,Prose
r,260938.7316905,260938.8197066,0.08801610002410598,0.16004550000070594,False,Sushil,Prose
i,260938.9898353,260939.0894592,0.09962390002328902,0.17012869997415692,False,Sushil,Prose
m,260939.2274571,260939.3435457,0.11608859998523258,0.137997899990296,False,Sushil,Prose
e,260939.3457804,260939.4315369,0.08575649998965673,0.0022347000194713473,False,Sushil,Prose
s,260939.5575618,260939.67716,0.11959819999174215,0.1260249000042677,False,Sushil,Prose
space,260939.6653679,260939.7617085,0.0963406000228133,0.23383099999045953,False,Sushil,Prose
i,260939.8838643,260939.9838131,0.0999487999943085,0.12215579999610782,False,Sushil,Prose
n,260940.0834462,260940.1672756,0.08382939998409711,0.09963310000603087,False,Sushil,Prose
space,260940.2855873,260940.3735921,0.08800479999626987,0.11831170000368729,False,Sushil,Prose
t,260940.3952511,260940.5019564,0.10670529998606071,0.021659000020008534,False,Sushil,Prose
h,260940.5441045,260940.6192059,0.07510139999794774,0.042148100008489564,False,Sushil,Prose
w,260940.7635477,260940.8837001,0.12015240002074279,0.14434179998352192,False,Sushil,Prose
space,260940.9053078,260940.9954886,0.09018079997622408,0.02160770000773482,False,Sushil,Prose
w,260942.2416965,260942.3656439,0.12394740001764148,1.2462078999960795,False,Sushil,Prose
o,260942.3715725,260942.4476289,0.07605639999383129,0.005928600003244355,False,Sushil,Prose
r,260942.5577665,260942.6275838,0.06981730001280084,0.11013759998604655,False,Sushil,Prose
l,260942.6819014,260942.7895381,0.10763670000596903,0.05431760000647046,False,Sushil,Prose
s,260942.8857007,260943.0220789,0.1363781999971252,0.09616259997710586,False,Sushil,Prose
backspace,260945.4098504,260945.4834629,0.07361250001122244,nan,True,Sushil,Prose
backspace,260945.5856829,260945.6600634,0.07438049998017959,0.10222000000067055,False,Sushil,Prose
backspace,260945.7556974,260945.8016996,0.04600220001884736,0.0956339999975171,False,Sushil,Prose
backspace,260945.8995539,260945.9717596,0.07220570000936277,0.09785429999465123,False,Sushil,Prose
backspace,260946.0657665,260946.1238776,0.05811110002105124,0.09400689997710288,False,Sushil,Prose
backspace,260946.2236085,260946.2994148,0.07580630001029931,0.09973089999402873,False,Sushil,Prose
backspace,260946.3938692,260946.4895706,0.09570140001596883,0.0944543999794405,False,Sushil,Prose
e,260947.1374709,260947.2451479,0.10767699999269098,0.6479002999840304,False,Sushil,Prose
space,260947.3651781,260947.4772968,0.11211869999533519,0.12003020002157427,False,Sushil,Prose
w,260947.6836651,260947.8018572,0.11819209999521263,0.2063682999869343,False,Sushil,Prose
o,260947.8235479,260947.9116229,0.08807499997783452,0.02169070002855733,False,Sushil,Prose
r,260948.0217476,260948.101745,0.07999739999650046,0.11012470000423491,False,Sushil,Prose
l,260948.167532,260948.2872734,0.11974140000529587,0.06578699999954551,False,Sushil,Prose
d,260948.4853449,260948.5814301,0.09608519999892451,0.19807149999542162,False,Sushil,Prose
.,260950.9474514,260951.0353188,0.08786739999777637,nan,True,Sushil,Prose
i,260951.6781183,260951.7576668,0.07954849998350255,0.6427995000267401,False,Sushil,Prose
l,260951.9156635,260951.9815607,0.0658971999946516,0.15799669999978505,False,Sushil,Prose
l,260952.0656427,260952.1576616,0.09201890000258572,0.08408200001576915,False,Sushil,Prose
i,260952.289672,260952.4815962,0.1919241999858059,0.13201040000421926,False,Sushil,Prose
o,260952.4456324,260952.5599704,0.11433800001395866,0.28797079998184927,False,Sushil,Prose
n,260952.6957328,260952.7993969,0.10366409999551252,0.13576239999383688,False,Sushil,Prose
s,260952.8395035,260952.929657,0.09015350000117905,0.04010660000494681,False,Sushil,Prose
space,260953.019388,260953.1355064,0.11611840000841767,0.08973099998547696,False,Sushil,Prose
o,260954.3034478,260954.4096135,0.10616570001002401,1.1679413999954704,False,Sushil,Prose
f,260954.5455295,260954.6253774,0.07984789999318309,0.13591599999926984,False,Sushil,Prose
space,260954.6892292,260954.7757989,0.08656969998264685,0.06385180001961999,False,Sushil,Prose
i,260954.9255181,260954.9995532,0.07403509999858215,0.14971920000971295,False,Sushil,Prose
n,260955.1372892,260955.2438522,0.10656299997936003,0.13773600000422448,False,Sushil,Prose
